,politician,party,gender,created_at,id,text
656,Odeh,Meshutefet,Male,2020-12-09 07:45:22,1336577665776705537,הורים פעם אמורים לקבור הילדים שלהם אחמד אבו ראס ה16 נרצח בלילה אמור למות הגיע
657,Odeh,Meshutefet,Male,2020-12-04 19:52:25,1334948695004078081,נורה למוות ילד באש הצבא עלי אבו עליא 12 שיצא להפגין ביתו בכפר אלמרייר קורבן רצח נוסף בשורה ארוכה ש
658,Forer,Israel_Beytenu,Male,2020-12-09 19:24:21,1336753570851540993,לסרטון המלא
659,Forer,Israel_Beytenu,Male,2020-12-09 19:24:20,1336753568045559816,החוצפה סגן השר במשרד האוצר למרוח פעם מחדש בעלי העסקים תעבור בשקט קורא בעלי העסקים שקיבלו חי
660,Forer,Israel_Beytenu,Male,2020-12-09 06:19:32,1336556064536489986,avigdorliberman העולם פי נתניהו ליברמן שמאל גדעון סער שמאל מנסור עבאס ימין
661,Forer,Israel_Beytenu,Male,2020-12-08 08:51:48,1336231995261788166,נתניהו וגנץ מסתלבטים עלינו מדינת ישראל יכולה להשתמש במשבר כהזדמנות חוזרת לשדרוג מערכת החינוך לרפורמות כ
662,Forer,Israel_Beytenu,Male,2020-12-07 20:58:06,1336052385983176704,davidbitan רפואה שלמה
663,Ploskov,Likud,Female,2020-12-08 17:50:01,1336367441174261767,knessett אדם שמאפשר לעצמו להגיד מילים כאלו לנשים הבנתי עלה השם חכ taliploskov סערתאיסמן mazalm3
664,Ploskov,Likud,Female,2020-12-07 16:16:44,1335981579840221185,kolbarama חכ taliploskov לronen_catz באחת בצהריים יודעת שלח ההודעה המפלגה לדוברי רוסית בראשותי דעתי
665,Ploskov,Likud,Female,2020-12-07 07:28:37,1335848675755630598,ניסנקורן שליח מפלגת דגל לבן בריצת אמוק לבחירות המיותרות רמס אמש שארית אמון הציבור במערכת המשפט מחטף מינויים שופטים חדשים
666,Ploskov,Likud,Female,2020-12-06 19:11:23,1335663145625509891,מפלגה חדשה דוברי רוסית איתי בראשותי נברא מטה דוברי הרוסית בליכוד שבראשותי ממשיך להתעצם ויהיה
667,Ploskov,Likud,Female,2020-12-04 13:21:56,1334850426588585986,בראיון בתכנית יומן ברדיו 90 אתם תמצאו אמירות חריפות שהיה שלשום באמת ראוי
668,Froman,Yesh_Atid,Female,2020-12-09 09:53:50,1336609993630609409,יוםהמורה חינוך
669,Froman,Yesh_Atid,Female,2020-12-08 14:16:34,1336313726677307392,נענשים אזרחי ישראל בסגר לילי כשהדרגים המקצועיים תומכים במהלך ממשיכים שרי הממשלה לתמוך ברעיון שנמצא כ
670,Froman,Yesh_Atid,Female,2020-12-07 16:29:28,1335984784179417095,yorailahav
671,Froman,Yesh_Atid,Female,2020-12-06 15:01:25,1335600237939986433,עובדי עולם התרבות והאזרחים זקוקים לתרבות ולאמנות כאוויר לנשימה מחר בשעה 1100 יתקיים ביוזמתי דיון בועדת הקורונה
672,Friedman,Kachol_Lavan,Female,2020-12-09 19:30:16,1336755059556831240,tomeravital1 עושה עבודה נהדרת תודה
673,Friedman,Kachol_Lavan,Female,2020-12-09 16:11:27,1336705024538390528,עברה הצעה מרגשת באמת חהכ מלכיאלי משס אנשים שנספו שהצילו אדם משפחתם תזכה לתגמולים נפ
674,Friedman,Kachol_Lavan,Female,2020-12-09 14:04:52,1336673167981629441,ההצעה להסדרת התעמולה ברשת שעניינה מניעת פייק ניוז בוטים ושאר מניפולציות תודעה אושרה לקריאה ראשונה בח
675,Friedman,Kachol_Lavan,Female,2020-12-09 09:21:44,1336601915707314177,eitanginzburg אישרנו בוועדת הכנסת חוק פיזור הכנסת במטרה לקיים בחירות קצרות חסכוניות ושקופות הצענו שתאריך הבחירות ב163202
676,Friedman,Kachol_Lavan,Female,2020-12-08 12:19:05,1336284160755970050,מאד רוצה בחירות כולנו בכחול לבן רוצים בחירות הלוואי שהליכוד יצליחו לשים מדינת ישראל ומיליון המובטלי
677,Friedman,Kachol_Lavan,Female,2020-12-08 10:08:16,1336251240498548738,בהנחה שהכנסת מתפזרת 23 בדצמבר הבחירות יהיו בי בניסן ימים ליל הסדר בחירות אסון פיגוע חברתי שכ
678,Friedman,Kachol_Lavan,Female,2020-12-08 08:26:44,1336225689461264385,המורה בכנסת מנהלת הדיון החגיגי בועדת החינוך חברה שמעריכה מוקירה ומתגמלת היטב מורים חברה שיש לה עתיד
679,Friedman,Kachol_Lavan,Female,2020-12-08 07:11:42,1336206805781934081,בחסות הקורונה הליכוד מממן בכסף שלנו פעילויות ערוץ 20 הופעות גברים בלבד 80 מהתקציב לפלח קטן מהאוכלוסיה כ
680,Friedman,Kachol_Lavan,Female,2020-12-07 11:07:00,1335903633804767232,מודה באשמה נכנסנו בזמן משבר לשמר מדינת ישראל בחתיכה ליום שאחרי נתניהו לתמוך בראש ממשלה שבכל מקום וזמן
681,Friedman,Kachol_Lavan,Female,2020-12-07 10:04:25,1335887881936793600,בנות עוסקות מבנים בספורט קבוצתי ומשתתפות בחוגים נשארות בבית וברשתות בעצם שריל סנדרס לימדה
682,Friedman,Kachol_Lavan,Female,2020-12-06 13:00:13,1335569736340561922,עיריית ירושלים מתקצבת מכספי הארנונה הצגות ש מהן בירושלים בהן אשה הדבר חו
683,Peretz_Amir,Avoda,Male,2020-12-09 07:14:30,1336569898147983361,ישיבת הממשלה שתוכננה להתכנס לאישור פתיחת הקניונים בוטלה דרשתי לאשר המשך הפיילוט ופתיחת הקניונים במ
684,Peretz_Amir,Avoda,Male,2020-12-08 16:06:18,1336341343426158593,38 שח לכתר פלסטיק מרשות ההשקעות ברגעים האלו בהם זוכה להודיע למנכל מפעל ישראלי שתורם למשק ומעסיק
685,Peretz_Amir,Avoda,Male,2020-12-06 18:51:23,1335658111873454080,פיילוט פתיחת הקניונים הצליח ומסתיים בחצות המסקנה חייבת פתיחת הקניונים המסקנה חייבת שהגיע הזמן
686,Peretz_Amir,Avoda,Male,2020-12-05 18:49:51,1335295336995311617,מקבל עמדת משרד הכלכלה לפתוח 40 קניונים החל מיום הקרוב אוביל עמדה בישיבת קבינט הקורונה מחר העבו
687,Peretz_Rafi,Bait_Yehudi,Male,2020-12-09 17:34:54,1336726027125616641,היגיון לסגר לילי הערים בחנוכה הגבלות תנועה ומסחר צריכות דיפרנציאליות ולחול בערים אדומות
688,Peretz_Rafi,Bait_Yehudi,Male,2020-12-09 14:31:51,1336679959419613184,israelcohen911 האמת שהייתי השלמת הדף היומי
689,Peretz_Rafi,Bait_Yehudi,Male,2020-12-08 12:10:01,1336281879964774401,משמרים המורשת היהודית בעכו יחד ידידי ראש העיר עכו מר שמעון לנקרי בבית הכנסת הרמחל ומרכז המבקרים בהם משרד
690,Peretz_Rafi,Bait_Yehudi,Male,2020-12-07 13:01:16,1335932387394543617,גאווה ישראלית עולי הרגל הדרך בה הלכו אבותינו וצעדו בדרכם לירושלים זוכה להכרה בינלאומית שמח לקחת חלק במיז
691,Kushnir,Israel_Beytenu,Male,2020-12-09 15:52:13,1336700184294805504,עובדים במליאה
692,Kushnir,Israel_Beytenu,Male,2020-12-08 11:15:24,1336268132994969601,
693,Kushnir,Israel_Beytenu,Male,2020-12-08 11:14:53,1336268004183699460,ממשלת ישראל פוגעת הלכה למעשה בבריאות הציבור ובענף הספורט כולו שהממשלה שותקת מכנס השדולה לקידום הספור
694,Kushnir,Israel_Beytenu,Male,2020-12-08 09:38:15,1336243687622324225,תושבי העיר אשקלון נכס אלקטורלי שר הגיע לאשקלון הגיע במהלך הבחירות להבטיח הבטחות רהמ בעצמו הגיע והבט
695,Kushnir,Israel_Beytenu,Male,2020-12-08 06:32:03,1336196828031807489,בזמן שישנתם 4000 איש הובילו התפרעויות קשות בצומת בר אילן בירושלים המתפרעים שרפו פחים הבעירו צמיגים קראו
696,Kushnir,Israel_Beytenu,Male,2020-12-07 15:22:34,1335967949061042178,ספק שמערכת המשפט צריכה לעבור רפורמה ודאי הזמןאותה הועדה למינוי שופטים מתנהלת באותה צורה ואופ
697,Kushnir,Israel_Beytenu,Male,2020-12-07 08:24:57,1335862851580391426,הגיע הזמן לסיים ההתקוטטות האוצר ובין הסגל הזוטר הסטודנטים נמצאים פשוט בשבי דבר מתקדם הצדדים אי
698,Kushnir,Israel_Beytenu,Male,2020-12-06 05:57:07,1335463259042947073,בבחירות נתניהו הבטיח עדיפות לעיר אשקלון הבטיח מבטיח עדיפות לאיזור התעשייה הדרומי בעיר הבטי
699,Kisch,Likud,Male,2020-12-09 08:00:38,1336581507264229376,הליכוד יכול
700,Kisch,Likud,Male,2020-12-07 16:47:43,1335989378158645250,dan39011533 ayelet__shaked לנהל שיח מכבד ועניני הנכנסים אזרחי ישראל שחוזרים לארץ אפשרות למנוע מהם לח
701,Kisch,Likud,Male,2020-12-07 16:41:14,1335987746943492096,ayelet__shaked חוק במדינת ישראל שמונע ביצוע בדיקות בריאותיות בכפייה מניח שאת מכירה מייצרים מוטיבצי
702,Kallner,Likud,Male,2020-12-09 14:24:51,1336678200542425089,אכן טימטום שהיועץ שרצח הכי אזרחים יהודים מאז היטלר יושב בפרלמנט המדינה היהודית לקח למדנו
703,Kallner,Likud,Male,2020-12-08 13:54:01,1336308050030948353,בניה בעטרות צו השעה הגעתי לשכונת עטרות שבצפון ירושלים יחד חברי מועצת העיר יור תנועת התעוררות
704,Kallner,Likud,Male,2020-12-08 13:51:41,1336307464048947203,כאחד שתפקידו כתב לענייני משפט לבקר המערכת לדברר אותה ציפיתי שתבין דבריי שהלקח השואה
705,Kallner,Likud,Male,2020-12-07 20:40:35,1336047977824047104,ערוץ הכנסת מעדיף להוציא דברים מההקשר קשה להתמודד עמדות לאומיות מבוססות הלקח הציוני מהשואה שצריך מדינה
706,Kallner,Likud,Male,2020-12-07 08:09:17,1335858910062911488,הלילה קיבלנו תזכורת עובד השמאל מינוי 61 שופטים 2 דקות דיון שופט נציגות הימין ככה העבירו הסכמי אוסלו
707,Kallner,Likud,Male,2020-12-06 19:44:44,1335671535005294592,מינסטריון האמת אמר האמת מה שבא התקשורת שלנו יכול
708,Kallner,Likud,Male,2020-12-06 17:08:33,1335632233311440896,אסף זמיר כנראה המשתכר היחיד בישראל מרגיש צורך לבוא לעבודה מוזר בהתחשב בהתפטרותו מהממשלה בטענה שהיא מספ
709,Kallner,Likud,Male,2020-12-06 07:55:39,1335493091130822658,חוק סחר חופשי טוב לאזרח הקטן טוב למדינה המטרה הפחתת מכסים פישוט רגולציה והורדת יוקר המחיה החוק כולל הסרת ח
710,Karhi,Likud,Male,2020-12-09 19:09:48,1336749907844231171,סער אומר שראש הממשלה משקר בואו נבחן העובדות בהצבעה הראשונה היחידה שבה החוק הבזוי עבר סער נכח בה
711,Karhi,Likud,Male,2020-12-09 15:27:44,1336694022660911106,החוק לחיסול ישראל כיהודית ודמוקרטית יהודית שיוויון לאומי בדיוק החוק בלד תומכת הטרור ביטול חוק השבות חו
712,Karhi,Likud,Male,2020-12-09 12:25:26,1336648145506340864,glzradio הפרישה סער חכ shlomo_karhi מעריך yaeldan1 חלילה תהיה הזדמנות להקים ממשלת שמאלמרכז הליכוד החרדים והרשי
713,Karhi,Likud,Male,2020-12-09 06:11:51,1336554129376878592,מסביב יהום הסער ראשנו ישח האזינו לריאיון המלא
714,Karhi,Likud,Male,2020-12-09 06:00:31,1336551280337166336,radio103fm סקר 103fm גדעון סער 17 מנדטים חכ שלמה קרעי shlomo_karhi ליכוד הרעש והצלצולים הליכוד יציבה בסקר שלכם
715,Karhi,Likud,Male,2020-12-09 06:00:28,1336551265652903937,radio103fm סקר 103fm גדעון סער 17 מנדטים חכ שלמה קרעי shlomo_karhi ליכוד חוששים מבחירות ללכת לבחירות כשטרם
716,Karhi,Likud,Male,2020-12-09 05:44:00,1336547120724258817,kann_news חכ שלמה קרעי לgolan_aryeh הליכוד תנועה מפוארת 4 מנהיגים ב72 שנה מתרגשים מגדעון סער יקבל קולות
717,Karhi,Likud,Male,2020-12-08 18:23:15,1336375805723750401,סער בוגי בזמנו פתאום החליט שהליכוד שינה פניו אותה תנועת ליכוד בדיוק שרק שנה התמודד הנהגתה
718,Karhi,Likud,Male,2020-12-08 16:40:32,1336349954785370120,מצער שמי שהיה בשר מבשרה תנועת הליכוד החליט להפנות עורף דווקא בתקופת משבר ההחלטה להצטרף לגוש ביבי מע
719,Karhi,Likud,Male,2020-12-07 18:45:08,1336018923431604224,מהלך חשוב ביותר לאיזון הדיקטטורה השיפוטית חשוב לקיים שימוע ציבורי בכנסת יראה הציבור וישפוט
720,Karhi,Likud,Male,2020-12-06 18:05:32,1335646570210004993,העובדות היחידות שהיו פייק בדיווח חדשות 13 השקרים יכלו לספק לגיא guyzo סידרה שלמה תחקירים הח
721,Karhi,Likud,Male,2020-12-04 13:19:40,1334849853453635584,amit_segal צדיקים מלאכתם נעשית ידי אחרים
722,Karhi,Likud,Male,2020-12-04 11:48:52,1334827005544685568,הצילני נא מיד אחי מיד עשו ינסה לפגוע בי בכסות אח אוהב ובין יבוא כעשו וכאוייב דוד המלך מחדד
723,Regev,Likud,Female,2020-12-09 15:00:31,1336687172905291776,בהצבעות בכנסת לצערנו הפסדנו בהצבעה חשובה היעדרותם גדעון סער ומיכל שיר האמת מביש
724,Regev,Likud,Female,2020-12-08 18:43:58,1336381018912288769,האחריות הלאומית שאנו מחוייבים לה בעת וכך ננהג
725,Regev,Likud,Female,2020-12-08 18:43:57,1336381017494532100,בכך הולך סער בדרכם אחרים קיבלו הכרעת הבוחרים ציפי ליבני בוגי יעלון דן מרידור ואחרים האתגרים ממש
726,Regev,Likud,Female,2020-12-08 18:43:57,1336381015867219968,שכל הניסיונות לפצל הימין נגמרו בנסיגות ועקירות נחזור טעויות העבר סער אומר שאינו יכול חבר בתנועת
727,Regev,Likud,Female,2020-12-08 18:43:57,1336381014256594945,מפלגת האולפנים סער מפלגת הליכוד מפלגה שורשית וחזקה והנהגה שנבחרת דמוקרטי חבריה מפל
728,Regev,Likud,Female,2020-12-08 06:25:56,1336195285823991808,
729,Regev,Likud,Female,2020-12-08 06:25:55,1336195284259405825,טסט פעם בשנתיים בלבד למי יצא לבזבז זמן ועצבים במכון הטסטים שנה הרכב ממשיכה לפעול למענכם אזרחי ישראל
730,Regev,Likud,Female,2020-12-06 18:48:45,1335657448443621377,חנוכזום מזמינה אתכם להדליק יחד נר חנוכה שמח
731,Regev,Likud,Female,2020-12-04 13:51:41,1334857912506851328,שבת שלום ישראל
732,Roll,Yesh_Atid,Male,2020-12-09 10:44:36,1336622770248167425,עבודה חשובה globesnews חייבים לחשוף הפרוטוקולים הקורונה אעלה בשנית הצעת החוק בנידון אי
733,Roll,Yesh_Atid,Male,2020-12-09 09:25:59,1336602987607810048,נאמר הממשלה יצרה רשת בטחון סוציאלי לטובת הציבור העובדות 286 משפחות חיות בחרפת רעב שיעור משקי הבית המדוו
734,Roll,Yesh_Atid,Male,2020-12-09 08:48:55,1336593656384532480,חובת בדיקות לנכנסים העיקר שאת התרבות והכושר טוענים שאי לפתוח
735,Roll,Yesh_Atid,Male,2020-12-09 07:22:47,1336571983295893506,פרופ גרוטו באמירות שערורייתיות עולם התרבות לקניונים בהם ניתן לשמור סדר באולמות תרבות מסובך
736,Roll,Yesh_Atid,Male,2020-12-08 21:14:36,1336418925987368967,0 בניהול הממשלה החליטה שהעובדים יכולים לחזור לעבוד מ12 שעות זמן התארגנות
737,Roll,Yesh_Atid,Male,2020-12-08 18:57:14,1336384359994191874,אנשי המקצוע התנגדו שרים התנגדו והסגר הלילי אושר ובסוף בוטל להבין קרה שם חייבים לחשוף הפרוטוקולים הק
738,Roll,Yesh_Atid,Male,2020-12-08 15:21:25,1336330046986805253,moran_ynet אחלה משה ארבל
739,Roll,Yesh_Atid,Male,2020-12-08 14:34:33,1336318251261972480,shakedk88 הטיעון יוקר מחיה הןא מדויק בלשון המעטה לייצור ישראלי תועלות רבות הבאות ביטוי במשק
740,Roll,Yesh_Atid,Male,2020-12-08 14:26:50,1336316308762275840,shakedk88 מפעל קטן ופחות מתקדם טכנולוגית תמיד יודע לגשת למכרז עירוני למשל חסם בירוקרטיטכנולוגימשאבי צריך להקל עליהם להתמודד
741,Roll,Yesh_Atid,Male,2020-12-08 14:15:48,1336313532007153676,shakedk88 דבר איזונים מדרגת תגמול רכיב ייצור ישראלי לייצר מדרגות
742,Roll,Yesh_Atid,Male,2020-12-08 14:10:56,1336312308973375489,תכירו זאב וליאת הבת הבעלים מפעל הפלסטיק שקוף פלאסט אצלם הכל ישראלי מחומרי הגלם ועד ההובלה פרוץ
743,Roll,Yesh_Atid,Male,2020-12-08 12:31:09,1336287197327220739,3 ולכל המתנגדים לעתירה לבגצ בנושא גשו לאוסנת מארק ומירי רגב יסבירו לכם חשיבות בגצ osnathilamark regev_miri
744,Roll,Yesh_Atid,Male,2020-12-08 12:27:56,1336286388795412480,2 ועצה אבירי הd9 פעם הבאה שתרצו לעשות כותרות פופוליסטיות הצורך להרוס היועצים המשפטיים ובגצ תזכרו
745,Roll,Yesh_Atid,Male,2020-12-08 12:27:56,1336286387230957569,1 עצה לממשלה הסגר הלילי יחזיק בבגצ מידתי תכלית ראויה איש מקצוע שיעיד מועיל בהורדת תחל
746,Roll,Yesh_Atid,Male,2020-12-08 06:53:40,1336202265238134785,segal_eran הצעה סגר לילי בדיקות המוניות אמנם קשה לביצוע לסגר לילי באמת יעזור דוגמאות מהעולם
747,Roll,Yesh_Atid,Male,2020-12-07 19:22:26,1336028313077362689,הסגר השני השלישי רגע מצטרף העלייה החדה בתחלואה תוצר שורת מחדלים הממשלה אספתי לכם דו
748,Roll,Yesh_Atid,Male,2020-12-07 15:42:54,1335973064941690882,yanircozin glzradio אולי צדקו שרצו לצמצם זכות העמידה
749,Roll,Yesh_Atid,Male,2020-12-07 15:42:54,1335973064941690882,yanircozin glzradio אולי צדקו שרצו לצמצם זכות העמידה
750,Roll,Yesh_Atid,Male,2020-12-07 15:32:57,1335970562196299780,שניה שהן מתניעות הd9 מהססות לבקש סעד מבגצ האירוניה התאבדה הבושה regev_miri osnathilamark
751,Roll,Yesh_Atid,Male,2020-12-07 14:28:07,1335954246903214082,מרגע שהתחלנו לצאת מהסגר השני הממשלה התחילה להפחיד סגר השורה התחתונה ברורה סגר כואב להם בכיס היד
752,Roll,Yesh_Atid,Male,2020-12-07 13:49:08,1335944433620160514,להרוס מערכת המשפט להימלט מהדין רפורמה
753,Roll,Yesh_Atid,Male,2020-12-06 17:40:14,1335640204879814658,טעות לעולם חוזרת צמצום תחבצ יוביל לצפיפות מסוכנת באוטובוסים וברכבות הפתרון לצמצם הנוסעים
754,Roll,Yesh_Atid,Male,2020-12-06 12:08:15,1335556658295148544,birnhack מתכוון לחיסון ידי רופאי פיקוד העורף להיותו גורם מתכלל שיוכל לפעול רשויות מקומיות לאתר
755,Roll,Yesh_Atid,Male,2020-12-06 11:50:10,1335552106552586242,y1shaul לתת לפקער האחריות הכוונה שרק יחסן מבצע חיסונים במצב חירום בשונה מחיסוני שפעת שנעשים כדבר שב
756,Roll,Yesh_Atid,Male,2020-12-06 11:43:20,1335550386338402305,חד משמעית פיקוד העורך שידע לחלק ערכות מגן לכלל האוכלוסיה ידע לחסן אותה ביעילות הנדרשת
757,Roll,Yesh_Atid,Male,2020-12-06 10:23:12,1335530220808511488,tami_wami amirohana אכן פריווילגי ביחס לחלק מהקהילה מודע לפריוולגיה מודה הזכות שנפלה בחל
758,Roll,Yesh_Atid,Male,2020-12-06 07:43:10,1335489946317152256,אובדן נורא שולח תנחומיי לבני המשפחה האבלים תדעו צער
759,Roll,Yesh_Atid,Male,2020-12-06 06:23:49,1335469978364022785,קראתי שosnathilamark מקדמת הצעת חוק לפרסום הפרוטוקולים הוועדה למינוי שופטים מעניין כשזה מגיע לביהמש הליכו
760,Roll,Yesh_Atid,Male,2020-12-05 18:33:29,1335291219430223875,המאבק הגאה הסתיים שהליכוד ניצח הקורונה amirohana פריווילג המנותק ממציאות חייהם חלקים גדולים מהקהילה
761,Razvozov,Yesh_Atid,Male,2020-12-07 20:26:06,1336044335176036352,להטיל סגר לילי בזמן שכל חיי הלילה והתרבות מושבתים 9 חודשים ללא ספק הדבר הגרוע ביותר שהממשלה הזאת עשתה
762,Razvozov,Yesh_Atid,Male,2020-12-07 10:25:27,1335893177434312705,בוועדת הקורונה התקיים דיון בנושא החזרת חדרי הכושר הסטודיו והבריכות וענפי הספורט שהוכחו כלא מדבקים היתה ע
763,Shasha-Biton,Likud,Female,2020-12-06 07:23:11,1335484920026771456,kann_news מחקר אוניברסיטת תל אביב ומכללת תל חי העלה מאז התפרצות נגיף קורונה חלה החרפה משמעותית בתסמיני חרדה ודיכאון באוכלוסייה
764,Shasha-Biton,Likud,Female,2020-12-04 19:21:20,1334940872413163521,mirisaar תודה מירי
765,Shihadeh,Meshutefet,Male,2020-12-09 14:14:45,1336675658852872194,knessett הילידים הגענו מקום באנו לכאן ביקשנו התאזרחות ברחנו מקום רוצים אזרחים שווים אמר
766,Shihadeh,Meshutefet,Male,2020-12-09 06:20:05,1336556202134822912,נתניהו רצה לפרק הרשימה המשותפת נראה שהצבעת המשותפת פיזור הכנסת שיסמן תחילת פירוקו הליכוד
767,Shihadeh,Meshutefet,Male,2020-12-08 18:34:21,1336378597846765569,הגזען סער תוקף ומתפצל מהגזען נתניהו ובקרוב נראה מצעד הגנרלים הקבוע והבנאלי בדרך לעוד רשימת ימין שתציע דברא
768,Shihadeh,Meshutefet,Male,2020-12-07 19:18:18,1336027273099681794,ביתר ירושלים הוכיחה שהסלוגן שטבעו אוהדיה טהורה לעד השאול ממונחי תורת הגזע מתקיים בערבון מוגבל לא מ
769,Shihadeh,Meshutefet,Male,2020-12-04 18:56:04,1334934515307978754,המנגנון שהכשיר מעשה הירי בעינו ילד פלסטיני בירושלים יכשיר עתה הרצח הנתעב עלי אבו אליה
770,Steinitz,Likud,Male,2020-12-08 13:31:11,1336302305663213570,צעד נוסף להשגת יעדי 2030 באנרגיית השמש הכנסת אישרה אמש בקריאה ראשונה תיקון משמעותי לחוק המקרקעין שיאפשר הקלות בהתק
771,Shitrit,Likud,Female,2020-12-09 16:39:53,1336712179316371460,השואלים הפתק וזה המועמד לראשות הממשלה
772,Shitrit,Likud,Female,2020-12-09 09:11:44,1336599401154932737,משרד הביטחון צריך להתגייס ולמצוא פתרון תושבי קרית דורשים צדק צדקה מבקשים להתפרנס בכבוד וחובתנו לאפשר
773,Shitrit,Likud,Female,2020-12-08 10:28:20,1336256288314028033,elidukorski הכבוד
774,Shitrit,Likud,Female,2020-12-08 08:58:24,1336233658194276353,השקת השדולה לקידום מעמד המורה וההוראה בישראל הנחתי שולחן הכנסת הצעת חוק שתגן השם הטוב הגננות בתקופה
775,Shitrit,Likud,Female,2020-12-07 12:14:24,1335920595658272770,בוועדת כספים הצפתי לראשונה העניין ובמקביל הגשתי שאילתה דחופה לשר הביטחון לנסות למנוע המהלך צפו בד
776,Shitrit,Likud,Female,2020-12-07 12:14:21,1335920581120765963,למעלה מ40 שנה מספקת המאפיה המרחבית בקרית דברי מאפה לכוחות הביטחון חלקי הארץ כמעט תוצרתה המאפ
777,Shitrit,Likud,Female,2020-12-06 18:05:20,1335646520570474499,kkd5uwrbhqtl2t4 תודה רבה המילים החמות מאיר היקר
778,Shitrit,Likud,Female,2020-12-06 15:30:36,1335607583055470592,פגישה לאחרת עצרתי בשוק הכרמל לתמוך ולהביע סולידריות הרוכלים ובעלי העסקים הקטנים במיוחד בעת חש
779,Shitrit,Likud,Female,2020-12-05 17:34:26,1335276355802558465,לכתבהgtgtgt
780,Shitrit,Likud,Female,2020-12-05 17:34:25,1335276352791048196,מזמינה אתכם לקרוא ראיון שהתפרסם בירחון המקוון ליכודניוז הפעילות הפרלמנטרית ועל שהספקתי לעשות מתחי
781,Shitrit,Likud,Female,2020-12-04 10:04:03,1334800627331985408,ועדה בכנסת להצבעה פירוק הממשלה אישי היקר חגג הולדת לוח הזמנים העמוס פיניתי משבצת לזמן איכו
782,Shay-Vazan,Kachol_Lavan,Female,2020-12-09 14:59:13,1336686846697476096,gantzbe חוק יסוד השוויון עבר בקריאה טרומית החוק יעגן הזכות לשוויון והאיסור באפליה בחקיקת יסוד מדינה כשלנו שמורכבת מקהילות
783,Shay-Vazan,Kachol_Lavan,Female,2020-12-09 14:27:10,1336678779662512128,gantzbe הגיע הזמן שזוגות צעירים יקבלו כספם בחזרה מאבק ממושךאישרנו בקריאה טרומית הצעת החוק שתדאג להחזרת המקדמות הכספיות
784,Shay-Vazan,Kachol_Lavan,Female,2020-12-09 13:32:38,1336665057397268481,לרגע קטן הוכחנו שאפשר לשים הפוליטיקה לתקן עוול משמעותיאלפי זוגות משלמים עשרות אלפי שקלים אירוע
785,Shay-Vazan,Kachol_Lavan,Female,2020-12-09 07:03:19,1336567082511687681,תעלה להצבעה הצעת החוק להחזרת המקדמות לזוגות שחתונתם בוטלה יחד חוק הפונדקאות וחוק השיוויון מקווה שחברי
786,Shay-Vazan,Kachol_Lavan,Female,2020-12-08 20:17:43,1336404611859705864,not_special2020 בציוץ הקודם הייתה טעות כתיב קטנה שתוקנה העיקר בו הקריאה למדיניות ברורה ממוקדת שרירותית ש
787,Shay-Vazan,Kachol_Lavan,Female,2020-12-08 20:05:48,1336401612194131974,סגר לילי רעיון רע רע הלחצים האדירים שהופעלו עליהם משרד הבריאות הסכים לגבות לייצר שג
788,Shay-Vazan,Kachol_Lavan,Female,2020-12-08 07:44:47,1336215128774242305,zviashkenazi yehoshuayosi gantzbe צבי מקדמת נושא ההטבות לאשקלון חודשים דיון בועדת כספ
789,Shay-Vazan,Kachol_Lavan,Female,2020-12-07 08:38:31,1335866266112970752,yehoshuayosi מילה בסלע צהל יכולים לצמצם פערים ולהעניק שיוויון הזדמנויות אמיתי נדרש פה טיפול
790,Shay-Vazan,Kachol_Lavan,Female,2020-12-06 07:58:31,1335493810286170117,חודשים שועדת שרים לחקיקה מתכנסת סדיר השר dudiamsalem אלפי הצעות חוק תקועות בועדה ביניהן הצע
791,Shelah,Yesh_Atid,Male,2020-12-09 10:32:24,1336619698700562433,הגיע הזמן לצאת בתקיפות קמפיין האימה חיסוני הקורונה החיסונים יעברו תהליך בדיקה עי הגופים המובילים בעולם
792,Shelah,Yesh_Atid,Male,2020-12-08 19:14:20,1336388662028808198,גדעון סער הראה מוכן מעז זמן איש אמיץ בליכוד עושה הדבר הנכון מוכן במפלגת ביבי בהצלחה
793,Shelah,Yesh_Atid,Male,2020-12-08 11:48:07,1336276368577982470,מצליח למצוא הגיון הצדקה לעוצר הלילי אנשי המקצוע חושבים שזה סתם המשפטנים יוכלו להגן בבית המשפט
794,Shelah,Yesh_Atid,Male,2020-12-07 19:45:14,1336034050990092289,80 מהמאושפזים החדשים מהמגזר הערבי הקבינט החליט סגר לילי והגבלת המוזיאונים והתרבות שתי מסקנות אפשריות
795,Shmuli,Avoda,Male,2020-12-09 10:10:10,1336614104807698432,2אני מאחל לקהילתי ולעצמי שנזכה לאמץ ילדים רבים שזקוקים לכך האפשר דבר צריך לקבוע ויקבע באימוץ המסוגלות
796,Shmuli,Avoda,Male,2020-12-09 10:09:48,1336614012046503937,1זהו תיקון היסטורי אפליה קשה שרבים מחכים ככ שנים התחייבתי לשינוי והיום אנו מביאים כשר הרווחה אנ
797,Shmuli,Avoda,Male,2020-12-06 07:08:57,1335481335612370950,עשרות אלפי קשישים סיעודיים ניצלו זכאותם לסיוע בתקופת הקורונה שפחדו לקחת סיכון ולהכניס לביתם מטפלים חדשי
